chr	gene_id	gene_name	start	end	gene_type
12	ENSG00000151164	RAD9B	110502331	110533556	protein_coding
12	ENSG00000196850	PPTC7	110533245	110583318	protein_coding
12	ENSG00000122986	HVCN1	110648686	110689115	protein_coding
12	ENSG00000186298	PPP1CC	110719680	110742891	protein_coding
12	ENSG00000204852	TCTN1	110614129	110649430	protein_coding
12	ENSG00000167552	TUBA1A	49184795	49189080	protein_coding
12	ENSG00000135451	TROAP	49323255	49331731	protein_coding
12	ENSG00000186897	C1QL4	49332409	49337188	protein_coding
12	ENSG00000178401	DNAJC22	49346888	49353690	protein_coding
12	ENSG00000151176	PLBD2	113358587	113391629	protein_coding
12	ENSG00000135094	SDS	113392445	113403887	protein_coding
12	ENSG00000139410	SDSL	113422380	113438276	protein_coding
12	ENSG00000089116	LHX5	113462033	113471871	protein_coding
12	ENSG00000089060	SLC8B1	113298771	113335109	protein_coding
12	ENSG00000111540	RAB5B	55974078	55996683	protein_coding
12	ENSG00000139531	SUOX	55997276	56005525	protein_coding
12	ENSG00000123411	IKZF4	56021043	56038435	protein_coding
12	ENSG00000197728	RPS26	56041918	56044697	protein_coding
12	ENSG00000257411	ENSG00000257411	56101331	56109289	protein_coding
12	ENSG00000170515	PA2G4	56104559	56113910	protein_coding
12	ENSG00000229117	RPL41	56116633	56117967	protein_coding
12	ENSG00000139641	ESYT1	56128267	56144674	protein_coding
12	ENSG00000135482	ZC3H10	56118266	56127514	protein_coding
12	ENSG00000092841	MYL6	56158359	56161579	protein_coding
12	ENSG00000139613	SMARCC2	56162359	56189483	protein_coding
12	ENSG00000181852	RNF41	56202179	56221922	protein_coding
12	ENSG00000139579	NABP2	56224342	56229854	protein_coding
12	ENSG00000139540	SLC39A5	56230051	56237846	protein_coding
12	ENSG00000139645	ANKRD52	56237807	56258384	protein_coding
12	ENSG00000135469	COQ10A	56266942	56270966	protein_coding
12	ENSG00000062485	CS	56271699	56300330	protein_coding
12	ENSG00000144785	ENSG00000144785	56285916	56315943	protein_coding
12	ENSG00000257727	CNPY2	56309844	56315988	protein_coding
12	ENSG00000110944	IL23A	56338884	56340410	protein_coding
12	ENSG00000175336	APOF	56360568	56362857	protein_coding
12	ENSG00000134538	SLCO1B1	21131194	21239796	protein_coding
12	ENSG00000121351	IAPP	21372902	21379980	protein_coding
12	ENSG00000121350	PYROXD1	21437655	21471250	protein_coding
12	ENSG00000004700	RECQL	21468910	21501635	protein_coding
12	ENSG00000111711	GOLT1B	21501789	21518408	protein_coding
12	ENSG00000134548	SPX	21526296	21532947	protein_coding
12	ENSG00000139131	YARS2	32746544	32755897	protein_coding
12	ENSG00000167535	CACNB3	48818496	48828941	protein_coding
12	ENSG00000172602	RND1	48857145	48865870	protein_coding
12	ENSG00000174233	ADCY6	48766194	48789089	protein_coding
12	ENSG00000051825	MPHOSPH9	123154215	123233141	protein_coding
12	ENSG00000111328	CDK2AP1	123260976	123271856	protein_coding
12	ENSG00000139697	SBNO1	123289109	123364847	protein_coding
12	ENSG00000130921	MTRFR	123233436	123257960	protein_coding
12	ENSG00000150990	DHX37	124946826	124989131	protein_coding
12	ENSG00000184992	BRI3BP	124993645	125031231	protein_coding
12	ENSG00000081760	AACS	125065435	125143316	protein_coding
12	ENSG00000273079	GRIN2B	13537337	13981602	protein_coding
12	ENSG00000139233	LLPH	66116555	66130750	protein_coding
12	ENSG00000090376	IRAK3	66189214	66254622	protein_coding
12	ENSG00000127311	HELB	66302493	66338199	protein_coding
12	ENSG00000110911	SLC11A2	50985992	51026384	protein_coding
12	ENSG00000139547	RDH16	56951431	56957608	protein_coding
12	ENSG00000135392	DNAJC14	55820985	55829587	protein_coding
12	ENSG00000075089	ACTR6	100200815	100224424	protein_coding
12	ENSG00000130779	CLIP1	122271469	122422669	protein_coding
12	ENSG00000111728	ST8SIA1	22193391	22334707	protein_coding
12	ENSG00000196387	ZNF140	133080923	133107428	protein_coding
12	ENSG00000074590	NUAK1	106063345	106138954	protein_coding
12	ENSG00000121749	TBC1D15	71839759	71924313	protein_coding
12	ENSG00000186908	ZDHHC17	76764115	76853696	protein_coding
12	ENSG00000179615	OR2AP1	55572468	55575612	protein_coding
12	ENSG00000179695	OR6C2	55444076	55453347	protein_coding
12	ENSG00000120820	GLT8D2	103988987	104050187	protein_coding
12	ENSG00000111052	LIN7A	80792520	80937934	protein_coding
12	ENSG00000214700	C12orf71	27081057	27082578	protein_coding
12	ENSG00000261308	FIGNL2	51817899	51848718	protein_coding
12	ENSG00000214029	ZNF891	133104779	133130274	protein_coding
12	ENSG00000150977	RILPL2	123415039	123436684	protein_coding
12	ENSG00000060237	WNK1	752579	911452	protein_coding
12	ENSG00000111490	TBC1D30	64824647	64881033	protein_coding
12	ENSG00000120798	NR2C1	95020229	95073618	protein_coding
12	ENSG00000184752	NDUFA12	94971333	95003697	protein_coding
12	ENSG00000022840	RNF10	120534356	120577588	protein_coding
12	ENSG00000288623	ENSG00000288623	120534697	120534957	protein_coding
12	ENSG00000075415	SLC25A3	98593686	98606367	protein_coding
12	ENSG00000120868	APAF1	98645290	98735433	protein_coding
12	ENSG00000111269	CREBL2	12611876	12645108	protein_coding
12	ENSG00000183150	GPR19	12660890	12696183	protein_coding
12	ENSG00000178878	APOLD1	12785659	12791466	protein_coding
12	ENSG00000213782	DDX47	12813346	12829981	protein_coding
12	ENSG00000174437	ATP2A2	110281247	110351093	protein_coding
12	ENSG00000170473	PYM1	55901413	55927894	protein_coding
12	ENSG00000185664	PMEL	55954105	55966042	protein_coding
12	ENSG00000123374	CDK2	55966830	55972789	protein_coding
12	ENSG00000173401	GLIPR1L1	75334670	75370560	protein_coding
12	ENSG00000180481	GLIPR1L2	75391089	75432688	protein_coding
12	ENSG00000139278	GLIPR1	75480755	75503863	protein_coding
12	ENSG00000111615	KRR1	75490863	75511609	protein_coding
12	ENSG00000179626	OR6C4	55549602	55555832	protein_coding
12	ENSG00000065361	ERBB3	56080165	56103505	protein_coding
12	ENSG00000072657	TRHDE	72272370	72670758	protein_coding
12	ENSG00000187857	OR6C75	55362975	55369279	protein_coding
12	ENSG00000185821	OR6C76	55426254	55427192	protein_coding
12	ENSG00000188324	OR6C6	55293988	55296569	protein_coding
12	ENSG00000139223	ANP32D	48472559	48473622	protein_coding
12	ENSG00000177627	C12orf54	48482498	48496524	protein_coding
12	ENSG00000167531	LALBA	48567684	48570046	protein_coding
12	ENSG00000123307	NEUROD4	55019974	55030017	protein_coding
12	ENSG00000170605	OR9K2	55126406	55132750	protein_coding
12	ENSG00000111266	DUSP16	12473282	12562863	protein_coding
12	ENSG00000013588	GPRC5A	12891562	12917937	protein_coding
12	ENSG00000013583	HEBP1	12974870	13000265	protein_coding
12	ENSG00000180219	GARIN6	99647753	99650114	protein_coding
12	ENSG00000181929	PRKAG1	49002274	49018776	protein_coding
12	ENSG00000111276	CDKN1B	12717368	12722369	protein_coding
12	ENSG00000089248	ERP29	112013426	112023449	protein_coding
12	ENSG00000111300	NAA25	112026689	112108783	protein_coding
12	ENSG00000135148	TRAFD1	112125560	112153604	protein_coding
12	ENSG00000173064	HECTD4	112160195	112382431	protein_coding
12	ENSG00000139178	C1RL	7094554	7109214	protein_coding
12	ENSG00000111731	C2CD5	22448583	22544542	protein_coding
12	ENSG00000111241	FGF6	4434142	4445815	protein_coding
12	ENSG00000175197	DDIT3	57516593	57520514	protein_coding
12	ENSG00000196510	ANAPC7	110372900	110403708	protein_coding
12	ENSG00000181234	TMEM132C	128267170	128707911	protein_coding
12	ENSG00000205328	OR6C65	55400529	55401467	protein_coding
12	ENSG00000123395	ATG101	52069978	52077495	protein_coding
12	ENSG00000256660	CLEC12B	10010627	10018796	protein_coding
12	ENSG00000198673	TAFA2	61708273	62192773	protein_coding
12	ENSG00000198324	PHETA1	111360679	111369095	protein_coding
12	ENSG00000084453	SLCO1A2	21264600	21334917	protein_coding
12	ENSG00000187510	PLEKHG7	92702989	92772455	protein_coding
12	ENSG00000090975	PITPNM2	122983480	123151090	protein_coding
12	ENSG00000165685	TMEM52B	10179032	10191804	protein_coding
12	ENSG00000166153	DEPDC4	100240062	100267079	protein_coding
12	ENSG00000008323	PLEKHG6	6310682	6328506	protein_coding
12	ENSG00000136052	SLC41A2	104801801	104958290	protein_coding
12	ENSG00000136045	PWP1	107685799	107713162	protein_coding
12	ENSG00000110851	PRDM4	107732871	107761137	protein_coding
12	ENSG00000187855	ASCL4	107774704	107776644	protein_coding
12	ENSG00000139364	TMEM132B	125186386	125662369	protein_coding
12	ENSG00000197111	PCBP2	53452102	53481162	protein_coding
12	ENSG00000139625	MAP3K12	53479669	53499458	protein_coding
12	ENSG00000267281	ATF7-NPFF	53506691	53625979	protein_coding
12	ENSG00000170653	ATF7	53512054	53626382	protein_coding
12	ENSG00000135390	ATP5MC2	53665170	53676083	protein_coding
12	ENSG00000198774	RASSF9	85800703	85836409	protein_coding
12	ENSG00000133636	NTS	85874295	85882992	protein_coding
12	ENSG00000182050	MGAT4C	85955667	86256391	protein_coding
12	ENSG00000139132	FGD4	32399558	32646050	protein_coding
12	ENSG00000118308	IRAG2	25052706	25108335	protein_coding
12	ENSG00000139574	NPFF	53506688	53507484	protein_coding
12	ENSG00000186710	CFAP73	113149724	113159276	protein_coding
12	ENSG00000123064	DDX54	113157173	113185478	protein_coding
12	ENSG00000139405	RITA1	113185721	113192368	protein_coding
12	ENSG00000166578	IQCD	113195446	113221094	protein_coding
12	ENSG00000135144	DTX1	113056730	113098025	protein_coding
12	ENSG00000135457	TFCP2	51093656	51173135	protein_coding
12	ENSG00000123106	CCDC91	28190456	28550166	protein_coding
12	ENSG00000205329	OR6C3	55330746	55332636	protein_coding
12	ENSG00000186442	KRT3	52789685	52796117	protein_coding
12	ENSG00000170477	KRT4	52806549	52814116	protein_coding
12	ENSG00000185640	KRT79	52821408	52834311	protein_coding
12	ENSG00000170423	KRT78	52837807	52848994	protein_coding
12	ENSG00000111057	KRT18	52949118	52952906	protein_coding
12	ENSG00000170421	KRT8	52897191	52905076	protein_coding
12	ENSG00000197706	OR6C74	55244609	55256625	protein_coding
12	ENSG00000069431	ABCC9	21797389	21941426	protein_coding
12	ENSG00000139437	TCHP	109900274	109918069	protein_coding
12	ENSG00000076513	ANKRD13A	109999430	110039763	protein_coding
12	ENSG00000122970	IFT81	110124357	110218793	protein_coding
12	ENSG00000070019	GUCY2C	14612632	14696599	protein_coding
12	ENSG00000246705	H2AJ	14774405	14775024	protein_coding
12	ENSG00000084463	WBP11	14784582	14803478	protein_coding
12	ENSG00000182993	C12orf60	14803670	14824415	protein_coding
12	ENSG00000179256	SMCO3	14804650	14814182	protein_coding
12	ENSG00000111339	ART4	14825569	14843526	protein_coding
12	ENSG00000111341	MGP	14880864	14885854	protein_coding
12	ENSG00000139055	ERP27	14914039	14938537	protein_coding
12	ENSG00000111348	ARHGDIB	14942031	14961601	protein_coding
12	ENSG00000139053	PDE6H	14973042	14981865	protein_coding
12	ENSG00000175398	OR10P1	55636892	55637833	protein_coding
12	ENSG00000171681	ATF7IP	14365682	14502930	protein_coding
12	ENSG00000121316	PLBD1	14503661	14567883	protein_coding
12	ENSG00000110917	MLEC	120687149	120701859	protein_coding
12	ENSG00000175970	UNC119B	120710458	120723640	protein_coding
12	ENSG00000122971	ACADS	120725826	120740008	protein_coding
12	ENSG00000157837	SPPL3	120762510	120904358	protein_coding
12	ENSG00000157782	CABP1	120640626	120667324	protein_coding
12	ENSG00000167548	KMT2D	49018978	49060794	protein_coding
12	ENSG00000089009	RPL6	112405189	112409605	protein_coding
12	ENSG00000179295	PTPN11	112418947	112509918	protein_coding
12	ENSG00000174456	C12orf76	110041177	110048522	protein_coding
12	ENSG00000125084	WNT1	48978322	48982620	protein_coding
12	ENSG00000183955	KMT5A	123384132	123409353	protein_coding
12	ENSG00000173588	CEP83	94307698	94459867	protein_coding
12	ENSG00000170439	METTL7B	55681736	55684611	protein_coding
12	ENSG00000135108	FBXO21	117141991	117190470	protein_coding
12	ENSG00000173157	ADAMTS20	43353866	43552203	protein_coding
12	ENSG00000167553	TUBA1C	49265082	49274600	protein_coding
12	ENSG00000089250	NOS1	117208142	117361626	protein_coding
12	ENSG00000150991	UBC	124911646	124914650	protein_coding
12	ENSG00000089094	KDM2B	121429096	121581023	protein_coding
12	ENSG00000139436	GIT2	109929804	109996368	protein_coding
12	ENSG00000047617	ANO2	5562655	5945259	protein_coding
12	ENSG00000150967	ABCB9	122928992	122966463	protein_coding
12	ENSG00000135124	P2RX4	121210129	121234106	protein_coding
12	ENSG00000205809	KLRC2	10430599	10436010	protein_coding
12	ENSG00000139631	CSAD	53157663	53180925	protein_coding
12	ENSG00000048540	LMO3	16548372	16606162	protein_coding
12	ENSG00000155957	TMBIM4	66135846	66169996	protein_coding
12	ENSG00000172551	MUCL1	54854516	54858387	protein_coding
12	ENSG00000161813	LARP4	50400885	50480004	protein_coding
12	ENSG00000028203	VEZT	95217807	95302799	protein_coding
12	ENSG00000135679	MDM2	68808177	68845544	protein_coding
12	ENSG00000205330	OR6C1	55314343	55322364	protein_coding
12	ENSG00000215009	ACSM4	7304072	7328719	protein_coding
12	ENSG00000076555	ACACB	109116587	109268226	protein_coding
12	ENSG00000184271	POU6F1	51186936	51218062	protein_coding
12	ENSG00000180574	EIF2S3B	10505890	10508525	protein_coding
12	ENSG00000135441	BLOC1S1	55716046	55719703	protein_coding
12	ENSG00000165682	CLEC1B	9993075	9999121	protein_coding
12	ENSG00000197837	H4C16	14770720	14771131	protein_coding
12	ENSG00000179088	C12orf42	103301955	103495968	protein_coding
12	ENSG00000125207	PIWIL1	130337887	130372637	protein_coding
12	ENSG00000132341	RAN	130872066	130877678	protein_coding
12	ENSG00000118600	RXYLT1	63779909	63809562	protein_coding
12	ENSG00000139714	MORN3	121648742	121669654	protein_coding
12	ENSG00000188735	TMEM120B	121712752	121782068	protein_coding
12	ENSG00000139725	RHOF	121777754	121793688	protein_coding
12	ENSG00000135439	AGAP2	57725197	57738742	protein_coding
12	ENSG00000135127	BICDL1	119989236	120094494	protein_coding
12	ENSG00000111737	RAB35	120095099	120116753	protein_coding
12	ENSG00000089154	GCN1	120127202	120194715	protein_coding
12	ENSG00000089157	RPLP0	120196699	120201111	protein_coding
12	ENSG00000089159	PXN	120210447	120265730	protein_coding
12	ENSG00000111186	WNT5B	1629231	1647212	protein_coding
12	ENSG00000171823	FBXL14	1565993	1594581	protein_coding
12	ENSG00000082805	ERC1	991223	1495931	protein_coding
12	ENSG00000123095	BHLHE41	26120030	26125037	protein_coding
12	ENSG00000123094	RASSF8	25958682	26072869	protein_coding
12	ENSG00000135407	AVIL	57797380	57818734	protein_coding
12	ENSG00000069493	CLEC2D	9669713	9699553	protein_coding
12	ENSG00000110848	CD69	9752486	9760901	protein_coding
12	ENSG00000150045	KLRF1	9827481	9845005	protein_coding
12	ENSG00000110852	CLEC2B	9852369	9869354	protein_coding
12	ENSG00000256797	KLRF2	9881489	9895833	protein_coding
12	ENSG00000188393	CLEC2A	9913227	9932370	protein_coding
12	ENSG00000172322	CLEC12A	9971409	9985595	protein_coding
12	ENSG00000072609	CHFR	132832356	132887605	protein_coding
12	ENSG00000196458	ZNF605	132918306	132956306	protein_coding
12	ENSG00000198393	ZNF26	132986367	133027102	protein_coding
12	ENSG00000198040	ZNF84	133037509	133063299	protein_coding
12	ENSG00000170456	DENND5B	31382226	31591136	protein_coding
12	ENSG00000233381	AK4P3	31615023	31652058	protein_coding
12	ENSG00000090615	GOLGA3	132768914	132828869	protein_coding
12	ENSG00000111344	RASAL1	113099278	113135761	protein_coding
12	ENSG00000179912	R3HDM2	57253764	57431043	protein_coding
12	ENSG00000185633	NDUFA4L2	57234903	57237104	protein_coding
12	ENSG00000139343	SNRPF	95858952	95866140	protein_coding
12	ENSG00000183542	KLRC4	10407384	10409757	protein_coding
12	ENSG00000135473	PAN2	56316936	56334000	protein_coding
12	ENSG00000050405	LIMA1	50175788	50283520	protein_coding
12	ENSG00000170633	RNF34	121400118	121424348	protein_coding
12	ENSG00000111291	GPRC5D	12940575	12952170	protein_coding
12	ENSG00000139269	INHBE	57455307	57458025	protein_coding
12	ENSG00000110888	CAPRIN2	30709553	30754951	protein_coding
12	ENSG00000111247	RAD51AP1	4538890	4560047	protein_coding
12	ENSG00000010219	DYRK4	4562208	4613875	protein_coding
12	ENSG00000111254	AKAP3	4615518	4649051	protein_coding
12	ENSG00000139180	NDUFA9	4649114	4694317	protein_coding
12	ENSG00000255639	ENSG00000255639	4649101	4774184	protein_coding
12	ENSG00000130035	GALNT8	4720400	4772726	protein_coding
12	ENSG00000151079	KCNA6	4809334	4813318	protein_coding
12	ENSG00000111262	KCNA1	4909905	4918256	protein_coding
12	ENSG00000177990	DPY19L2	63558913	63668493	protein_coding
12	ENSG00000196935	SRGAP1	63844700	64162217	protein_coding
12	ENSG00000185432	METTL7A	50925015	50932508	protein_coding
12	ENSG00000123268	ATF1	50764101	50821162	protein_coding
12	ENSG00000186452	TMPRSS12	50842926	50887884	protein_coding
12	ENSG00000214511	HIGD1C	50952544	50970607	protein_coding
12	ENSG00000171847	FAM90A1	8221260	8227618	protein_coding
12	ENSG00000196465	MYL6B	56152587	56157982	protein_coding
12	ENSG00000111732	AICDA	8602170	8612859	protein_coding
12	ENSG00000065970	FOXJ2	8032716	8055517	protein_coding
12	ENSG00000171860	C3AR1	8056844	8066359	protein_coding
12	ENSG00000089818	NECAP1	8082274	8097881	protein_coding
12	ENSG00000111729	CLEC4A	8123617	8138607	protein_coding
12	ENSG00000196946	ZNF705A	8157015	8180046	protein_coding
12	ENSG00000129317	PUS7L	43718992	43758790	protein_coding
12	ENSG00000151239	TWF1	43793723	43806317	protein_coding
12	ENSG00000198001	IRAK4	43758951	43789541	protein_coding
12	ENSG00000064763	FAR2	29149278	29335616	protein_coding
12	ENSG00000087502	ERGIC2	29337352	29381172	protein_coding
12	ENSG00000084444	FAM234B	13044381	13083449	protein_coding
12	ENSG00000167767	KRT80	52168996	52192014	protein_coding
12	ENSG00000135480	KRT7	52233243	52248921	protein_coding
12	ENSG00000170442	KRT86	52274645	52309163	protein_coding
12	ENSG00000205426	KRT81	52285913	52291534	protein_coding
12	ENSG00000170523	KRT83	52314301	52321398	protein_coding
12	ENSG00000135443	KRT85	52360006	52367481	protein_coding
12	ENSG00000161849	KRT84	52377812	52385652	protein_coding
12	ENSG00000161850	KRT82	52393931	52406335	protein_coding
12	ENSG00000170454	KRT75	52424070	52434371	protein_coding
12	ENSG00000185479	KRT6B	52446651	52452146	protein_coding
12	ENSG00000170465	KRT6C	52468516	52473805	protein_coding
12	ENSG00000205420	KRT6A	52487176	52493257	protein_coding
12	ENSG00000186081	KRT5	52514575	52520394	protein_coding
12	ENSG00000139648	KRT71	52543909	52553145	protein_coding
12	ENSG00000170484	KRT74	52565782	52573843	protein_coding
12	ENSG00000170486	KRT72	52585589	52601463	protein_coding
12	ENSG00000186049	KRT73	52607570	52618559	protein_coding
12	ENSG00000155974	GRIP1	66347431	66679076	protein_coding
12	ENSG00000198431	TXNRD1	104215779	104350307	protein_coding
12	ENSG00000187950	OVCH1	29439853	29497686	protein_coding
12	ENSG00000110921	MVK	109573794	109598125	protein_coding
12	ENSG00000121377	TAS2R7	10801532	10802627	protein_coding
12	ENSG00000121314	TAS2R8	10806051	10807286	protein_coding
12	ENSG00000121381	TAS2R9	10809094	10810168	protein_coding
12	ENSG00000111215	PRR4	10845849	10849475	protein_coding
12	ENSG00000212128	TAS2R13	10907926	10909562	protein_coding
12	ENSG00000134551	PRH2	10929236	10934845	protein_coding
12	ENSG00000111602	TIMELESS	56416363	56449426	protein_coding
12	ENSG00000170581	STAT2	56341597	56360107	protein_coding
12	ENSG00000067182	TNFRSF1A	6328771	6342076	protein_coding
12	ENSG00000029153	BMAL2	27332836	27425286	protein_coding
12	ENSG00000119242	CCDC92	123935626	123972831	protein_coding
12	ENSG00000179195	ZNF664	123973215	124015427	protein_coding
12	ENSG00000135519	KCNH3	49539030	49558337	protein_coding
12	ENSG00000187778	MCRS1	49558299	49568142	protein_coding
12	ENSG00000110844	PRPF40B	49623561	49644665	protein_coding
12	ENSG00000135436	FAM186B	49587505	49605639	protein_coding
12	ENSG00000161791	FMNL3	49636499	49707405	protein_coding
12	ENSG00000182196	ARL6IP4	122980681	122982909	protein_coding
12	ENSG00000182326	C1S	7060718	7071032	protein_coding
12	ENSG00000123364	HOXC13	53938831	53946544	protein_coding
12	ENSG00000123407	HOXC12	53954903	53958956	protein_coding
12	ENSG00000123388	HOXC11	53973126	53977643	protein_coding
12	ENSG00000180818	HOXC10	53985146	53990279	protein_coding
12	ENSG00000197757	HOXC6	54028440	54030823	protein_coding
12	ENSG00000180806	HOXC9	54000161	54003337	protein_coding
12	ENSG00000037965	HOXC8	54008985	54012769	protein_coding
12	ENSG00000276045	ORAI1	121626550	121642040	protein_coding
12	ENSG00000174527	MYO1H	109347900	109448379	protein_coding
12	ENSG00000171840	NINJ2	564296	663445	protein_coding
12	ENSG00000004478	FKBP4	2794970	2805423	protein_coding
12	ENSG00000111203	ITFG2	2812668	2825076	protein_coding
12	ENSG00000053702	NRIP2	2825348	2835035	protein_coding
12	ENSG00000283297	TEX52	2849046	2857039	protein_coding
12	ENSG00000111206	FOXM1	2857680	2877174	protein_coding
12	ENSG00000171792	RHNO1	2877223	2889524	protein_coding
12	ENSG00000078246	TULP3	2890891	2941138	protein_coding
12	ENSG00000197905	TEAD4	2959397	3040676	protein_coding
12	ENSG00000011105	TSPAN9	3077379	3286559	protein_coding
12	ENSG00000111218	PRMT8	3491203	3593973	protein_coding
12	ENSG00000180881	CAPS2	75275979	75330324	protein_coding
12	ENSG00000165935	SMCO2	27446736	27502185	protein_coding
12	ENSG00000076248	UNG	109097597	109110992	protein_coding
12	ENSG00000284723	OR8S1	48525632	48526570	protein_coding
12	ENSG00000111325	OGFOD2	122975244	122980042	protein_coding
12	ENSG00000283536	ENSG00000283536	53241900	53242722	protein_coding
12	ENSG00000198678	OR5BS1P	48559882	48562956	protein_coding
12	ENSG00000135114	OASL	121019111	121039246	protein_coding
12	ENSG00000121318	TAS2R10	10825219	10826358	protein_coding
12	ENSG00000177084	POLE	132623762	132687342	protein_coding
12	ENSG00000139636	LMBR1L	49097139	49110847	protein_coding
12	ENSG00000135506	OS9	57694132	57721557	protein_coding
12	ENSG00000174243	DDX23	48829756	48852163	protein_coding
12	ENSG00000126749	EMG1	6970913	6979936	protein_coding
12	ENSG00000185163	DDX51	132136594	132144319	protein_coding
12	ENSG00000184967	NOC4L	132144457	132152468	protein_coding
12	ENSG00000183495	EP400	131949942	132080460	protein_coding
12	ENSG00000087470	DNM1L	32679301	32745650	protein_coding
12	ENSG00000111537	IFNG	68154768	68159740	protein_coding
12	ENSG00000111536	IL26	68201349	68225810	protein_coding
12	ENSG00000127318	IL22	68248242	68253604	protein_coding
12	ENSG00000111554	MDM1	68294566	68332362	protein_coding
12	ENSG00000178882	RFLNA	124295093	124316024	protein_coding
12	ENSG00000273049	ENSG00000273049	53985845	54034888	protein_coding
12	ENSG00000198353	HOXC4	54053835	54056030	protein_coding
12	ENSG00000172789	HOXC5	54033050	54035361	protein_coding
12	ENSG00000123415	SMUG1	54180366	54188985	protein_coding
12	ENSG00000231887	PRH1	10880965	10884255	protein_coding
12	ENSG00000275778	ENSG00000275778	10882222	11047190	protein_coding
12	ENSG00000212127	TAS2R14	10937410	10939263	protein_coding
12	ENSG00000212126	TAS2R50	10985913	10986912	protein_coding
12	ENSG00000255837	TAS2R20	10995961	10998304	protein_coding
12	ENSG00000212124	TAS2R19	11021619	11022620	protein_coding
12	ENSG00000256436	TAS2R31	11030387	11031407	protein_coding
12	ENSG00000226761	TAS2R46	11061365	11062294	protein_coding
12	ENSG00000255374	TAS2R43	11091287	11092313	protein_coding
12	ENSG00000256188	TAS2R30	11132958	11134644	protein_coding
12	ENSG00000256537	SMIM10L1	11171194	11176016	protein_coding
12	ENSG00000111012	CYP27B1	57762334	57767078	protein_coding
12	ENSG00000284730	TMDD1	51813921	51814925	protein_coding
12	ENSG00000196876	SCN8A	51591233	51812864	protein_coding
12	ENSG00000120645	IQSEC3	66767	178455	protein_coding
12	ENSG00000111181	SLC6A12	190081	214157	protein_coding
12	ENSG00000010379	SLC6A13	220622	262836	protein_coding
12	ENSG00000073614	KDM5A	280057	389320	protein_coding
12	ENSG00000120647	CCDC77	401644	442642	protein_coding
12	ENSG00000289766	ENSG00000289766	13088784	13103484	protein_coding
12	ENSG00000134532	SOX5	23529504	23949670	protein_coding
12	ENSG00000183395	PMCH	102196459	102197833	protein_coding
12	ENSG00000017427	IGF1	102395874	102480563	protein_coding
12	ENSG00000067715	SYT1	78864774	79452008	protein_coding
12	ENSG00000176915	ANKLE2	132725503	132761832	protein_coding
12	ENSG00000247077	PGAM5	132710842	132722734	protein_coding
12	ENSG00000139323	POC1B	89419718	89526047	protein_coding
12	ENSG00000259075	POC1B-GALNT4	89519408	89526198	protein_coding
12	ENSG00000257594	GALNT4	89519412	89524796	protein_coding
12	ENSG00000070961	ATP2B1	89588049	89708838	protein_coding
12	ENSG00000121361	KCNJ8	21764955	21774706	protein_coding
12	ENSG00000151746	BICD1	32106847	32383633	protein_coding
12	ENSG00000018236	CNTN1	40692439	41072415	protein_coding
12	ENSG00000110900	TSPAN11	30926748	30996599	protein_coding
12	ENSG00000013573	DDX11	31073860	31104799	protein_coding
12	ENSG00000139146	SINHCAF	31280584	31326150	protein_coding
12	ENSG00000111796	KLRB1	9594551	9607916	protein_coding
12	ENSG00000135406	PRPH	49295147	49298686	protein_coding
12	ENSG00000123352	SPATS2	49367462	49527425	protein_coding
12	ENSG00000111450	STX2	130789600	130839250	protein_coding
12	ENSG00000089163	SIRT4	120302321	120313249	protein_coding
12	ENSG00000170890	PLA2G1B	120322115	120327779	protein_coding
12	ENSG00000135097	MSI1	120341330	120369164	protein_coding
12	ENSG00000111786	SRSF9	120461672	120469748	protein_coding
12	ENSG00000111432	FZD10	130162464	130165740	protein_coding
12	ENSG00000198056	PRIM1	56731580	56752323	protein_coding
12	ENSG00000139154	AEBP2	19439492	19522227	protein_coding
12	ENSG00000052126	PLEKHA5	19129733	19376400	protein_coding
12	ENSG00000134533	RERG	15107783	15221417	protein_coding
12	ENSG00000139289	PHLDA1	76025447	76031776	protein_coding
12	ENSG00000177981	ASB8	48147789	48157515	protein_coding
12	ENSG00000177875	CCDC184	48183644	48185926	protein_coding
12	ENSG00000167528	ZNF641	48337180	48350919	protein_coding
12	ENSG00000135424	ITGA7	55684568	55707904	protein_coding
12	ENSG00000172640	OR10AD1	48202339	48203292	protein_coding
12	ENSG00000187166	H1-7	48328980	48330279	protein_coding
12	ENSG00000060709	RIMBP2	130396133	130716299	protein_coding
12	ENSG00000133687	TMTC1	29500840	29783942	protein_coding
12	ENSG00000059804	SLC2A3	7919230	7936187	protein_coding
12	ENSG00000196498	NCOR2	124324415	124567612	protein_coding
12	ENSG00000139620	KANSL2	48653211	48682238	protein_coding
12	ENSG00000129315	CCNT1	48688458	48716707	protein_coding
12	ENSG00000185046	ANKS1B	98743974	99984936	protein_coding
12	ENSG00000135517	MIP	56449502	56454657	protein_coding
12	ENSG00000176422	SPRYD4	56468578	56479708	protein_coding
12	ENSG00000135423	GLS2	56470952	56488161	protein_coding
12	ENSG00000076067	RBMS2	56521820	56596193	protein_coding
12	ENSG00000152936	LMNTD1	25476082	25553283	protein_coding
12	ENSG00000111305	GSG1	13083532	13103667	protein_coding
12	ENSG00000139567	ACVRL1	51907504	51923361	protein_coding
12	ENSG00000079387	SENP1	48042897	48106079	protein_coding
12	ENSG00000152556	PFKM	48119364	48146404	protein_coding
